,External_ID,contents
89,rec_15_audio_0,পারি সামনে পাট বন্দিতে পাটের ছাড়া ছিল নামাকে তখন ছাগল ছিল বেশ আগের কথা আমাকে বাড়ি ধরে ছিল হিমায়েত মায়েদের নাম ছিল সে নূর ইসলাম রইলাম বিরাট নাম।
90,rec_01_audio_7,পরে দুই বনের শত্তুরের ভিতরে আমি যে মনের সাথে গুরবিন্দর মারা তার সেনারা।
91,rec_04_audio_26,বাইকের আগের আগে মোড়ে এসে সুনির্দিষ্ট তবে পারছিনা মরবির খুজতে পাঁচ সেনা তৎকালে টার্গেটে দুই তিনজন রয়েছে ভাবিবার কদিন গাফারি ঢক করে মালামাল পাঠনোর মারব।
92,rec_11_audio_37,আর কল দিয়ে যেত কলপিনো সাথে ব্যাপারে করে তখন দেয়ানা ছিল মায়ের কোন খাতিরেই একে আনতে সংকট আর এই শালা চিন্তার উড়ে আরও গাড়ি মারাটা কাস্তজীবনে।
93,rec_01_audio_23,বিদ্যার অনেক সেনটরকথামনে পবিবারকে পরের অবশকারী আসলে পীড়ায় বেশি।
94,rec_04_audio_25,ওকে ভাই আমি দেখি শরিবার লিটারেলি কিজানি লিপানদের তোকে কে নারদার কন্যা রাজকুন্তি আমি সনি।
95,rec_13_audio_55,আর মুদিখানার জিনিস বাকি যায় বেশি কারণ কি বেশির ভাগ লোক মাসে মাসে টাকা জেমসকে বাজার করে তারা বেশিরভাগই ম্যাক্সিমাস মাসের বাজার গিরস্ত তারা তারতমসেমাসের ডা দিয়ে জালাবে বারিতে আসে তাকে মেজরিটি কিনে নেয়।
96,rec_08_audio_1,মেলামেশা বাকারাকে আগ্রাসন ব্রতীরা।
97,rec_07_audio_37,সব কটা মানুষ স্বপ্ন দেখে যে এনে মানসিকার না দেওয়া হয় তবে একটা জিনিস পানেনকা করার প্রতি অটো।
98,rec_06_audio_19,ইরান কোন বিসাগের রানিতলা হিরার বিজলিবাতির চারতারা বেশি সে।
99,rec_06_audio_5,গুলি করি যে আমরা দিয়ে তাকে হিলিকে তাই না সবার মুখ সিনের সে ফিরা কিরা খাটো করে তা দিন ধরা বলে মেলা আগেই ধারা মরে।
100,rec_02_audio_27,স্লেজিং করতে চিমাকে অনেক হারপারের ম্যাচটি অনেক সিনতারঅনেক কষ্ট করে খেলে আমি মায়েদের তৈরি আরও তিন ম্যাচ সিরিজের প্রথম মাস্টার।
101,rec_04_audio_16,কলি ও এরা দেতে এককাতারে সাত বাগান মধ্যে সেটাই পরে শিরিনার দুরত্বে এ বার আমার এলাকা দ্বারা ধনীরা কিক আমরা পুলিশরে।
102,rec_13_audio_21,এর পরে মি হিসেবে পেরেছে ব্যবসা বাসা ব্যবসার ব্যবসায়ে কোন না গাড়ি তার বছর দেওয়ার মেলামেশা করতে মিসামারি থেকে বাপের অন্যরা।
103,rec_07_audio_11,ভক্তি কেতকারকে সবচেয়ে রাবনেরে বাজারে বারিসানের বাবা তার উতরে ডেন করিতে কিরম ডেন কলেজে পানির মান যারা দিয়ে নির্দেশ করে।
104,rec_05_audio_28,একদিকে তারা করে দেন টিকতে পছননিবোদীন দ্বারা স্কুলে সবচেয়ে কোনজিটা ভর্তি পারাকে।
105,rec_12_audio_30,আমি তো জানি কৃষিতে মস্তিক মিলিটার লিটার হাসান আমি ঠিক এগারোটা সাঁতার যদি গজালকে হসপিটালে রয়েছে দরিদ্রতম নিকার ভিজে গেছি ফল যা দে কালু বাহিনীর নি ঠিক ক্ষতিও হতে ছানাবড়াকনজারা।
106,rec_12_audio_12,রবিন আমি কাছে আমি বুদ্ধি কার কি তিলকে।
107,rec_16_audio_43,আর কুটি রয়ে খালি মাত্রা কুটু আসর বন্ধু এক মাথা যার হিট তখনের মার্দিয়া এই জমি টাক শিল্পে লাইছের মাথা হিটনার মারি নাকি কথা ওর তাক।
108,rec_16_audio_11,কে সময়নগরেমাইনগরে মানগত চার জন যে কয় নম্বার সাত্তার সে কোনো পাতা সাত্তি বেটি প্লাইদিয়েএর পরে দরসে ব্যালেন্সে প্রথম এক নম্বরে।
109,rec_16_audio_31,মহেশ খোলা মহিলামহিশকলা যায়কিনড়াইলী বিতরিতকালী উপজেলা ভিতরে কালী উপজেলার ভিতরে।
110,rec_13_audio_47,এ বিষয়ে কালাইসের বাইরে লোককে আকৃষ্ট করবে লোকজন সেরকম কনটিনার ধরনের কিছু থাকলে পরে যারা থাকে তারা যে মাকে মতো তোমার মতো আসো বাড়িতে ঘুরে আসি।
111,rec_16_audio_35,কেউ নামাজে কিককারে ফাসিলকে কঠোর পরিশ্রমের ফল।
112,rec_05_audio_8,কিককারে কোন ক্লাসে পরিবারে বাবার স্কুলে মিমকে কনক।
113,rec_19_audio_29,কার রাজাকে গুম বানালেন তারাদাস করিয়ে বরবটি বসাইয়া একটা সারের রেকর্ডে পারতাম গাড়ি থেকে বা নাম সাইটটিকে স্ক্রিনে নামের বশির তার কথা।
114,rec_21_audio_0,কোন চাকরি বাকরি মদ্বাক্যবত মাঝে রাজ করা কি রিলে তিন কোটি টাকা ।
115,rec_18_audio_4,তার সে আর কৌস্তব সাপকাহন আওয়াবিনসহ নিস্তার রানিপাটনা বুবনা।
116,rec_12_audio_5,কামাইবার সকারের আপন বাসুদেব স্বাস্থ্যবান তার পিতা নবনিকার হয়েছেন ভাই ভাই সুদিরমান।
117,rec_11_audio_6,রানি এবং পানি দিয়ে হালকা বানিয়ে দিয়ে যা পরিস্কার।
118,rec_14_audio_0,মাইগ্রেশন করলে কবিদের আগের তে বারকানে কিছু করে চালনা করে হতে অটোমেটিকেলি দেশীটি।
119,rec_02_audio_7,ম্যাচ বেশি মনে করে কলেজ কলেজ তালাকের সাথে তিন ম্যাচ খেলে কয়দিন কমিটির পরপর লাগেনি ম্যাচ কলেজ বারার।
120,rec_16_audio_8,কলাবাগানে হয়েছেটিভি কিন্তু ফোনের মতো ভ্যাগান যাবে।আর কে।
121,rec_20_audio_29,কিককারে দিদিমা দাদু আদরযত্ন করা করে না।
122,rec_02_audio_29,কপাল বলবে এক বলে এক কেতলি বলে আপনাদের ছিল।
123,rec_12_audio_43,কারলাইল করে স্বাস্থ্য এখন স্বাস্থ্যকামনা হত চেয়ারম্যান কাউসার নাইসার করে নাই সার করে নি এয়ারম্যান রয়ে গেছে।
124,rec_13_audio_32,বাস্তব নাম জন যায় রিচাকে রেসে কেষ্টর কেষ্টার লিঙ্কের সেবারকার দায়ে তালি।
125,rec_22_audio_1,বস্থার সিখানে যা অন্য করেই মাথা মেরিয়া এইবিস্তারিত বাস।
126,rec_18_audio_7,দমকলের তরিতরকারি বাবাদেরকে।
127,rec_21_audio_44,রাগ রেখেছে বাড়ি করিবার আমরা সে আর বাবা মাকে বানসালিকে তার সাথে যাতে নাটমন্ডলে বেতন দেকার্তের কম।
128,rec_02_audio_16,এই এক ম্যাচ প্রত্যেক দিন ম্যাচ খেলছি কোন নিজেরা কোনো খেলা খালি নেই আমি সময় সেনা ম্যাচ না থাকলে বাইরে ম্যাচ না থাকলে নিজেরা বাধ্য করে খেলে ওর কোন বাক্য করে খেলা খেলে প্রতিদিন ম্যাচ শুক্তগ্রাম নারী কুশনারকে ছোট কালিয়া।
129,rec_14_audio_30,দুদিন কাচামাল সত্যে কালে ক্যালভিন করসিকার দালানে ইয়েলশিনের বিকোন তারেক কাটা।
130,rec_10_audio_17,মুক্ত দিদা যেটা ছিল আমাকে কালিয়া দেশের মেনির ভুটো কাকুর।
131,rec_19_audio_31,বড়মাসিকে সিরিয় বাসাটি পটাকার কাসাবির গীতি মাতাতে গীতি মাত এনিটি পাটামারা তাতা বার করে নিয়ে আসে।
132,rec_19_audio_26,মানুষ নিরাজবাদিদের মামির বলে কাকে তাই করতেকরতে গাড়ি নিয়ে হাপনাকে ফিরা কাতারিকে গ্যাস পরম করে সুদিন কে।
133,rec_08_audio_40,পদ্মাপারের খাকিস্তানে পরে পারাস্তে কথা না কিরবাজানা থেকে কে।
134,rec_04_audio_29,আনিকার তম ছেলেরা জিয়ানাকে রয়ার দর্শানোর তে নায়িকা লিগ দত্তবাড়ি বা রোগে মুরব্বির বি সাবেশে বাদান কি আমাকে কোয়া পরে তন্ত মিটেছে পরে সত্তা পারে মানিলাম না।
135,rec_05_audio_41,তথ্যটি মহানন্দ ভাল জানে কার টেস্টে মহানন্দ ভাল জানে কলম মিরিকিনে।
136,rec_21_audio_38,সেসময় টাকা কর হল তারকার কাছে টাকা দিবেন কাকাতো সারারাত কার কাজ করে কিছু কাতারকে ভিতরে কিয়ারা বাকাভাবে সারা কাজগুলো করে তার একত্বের টিচারের সাথে পরে।
137,rec_16_audio_10,বেশি গেম নামালে কিন্তু টিভি অস্ট্রিয়াতে।
138,rec_01_audio_32,মানুষ সারা জীবন বলে গুদমারলিকালির কারাতে গেছে লোকের জীবন বলে তাকে কলকাতা করে সারা জীবন কাননরা।
139,rec_05_audio_23,নিজের মারজানের ত কিছু কষানোর ছাড়া দে গায়তি দলের সুতার কিছু নিতে কমিয়েছিল।
140,rec_14_audio_3,কিনানা রানী বরবরিয়া বোরো ব্যবসায়ী আছে তাকে দেখতে তিনি তার এক কান দুইকান পিকেটারদের একসাথে এক সৌদি সুখেন বিকিনি।
141,rec_16_audio_4,চলতি সেবা চলতে সে আরও সময় লাগবে সুবোকালাবুনার আন্দার রেসিপি কান্দি।
142,rec_18_audio_43,আর কলকাতা পারে তার কিনারা ইতোয়ারিনের বা সফল বা বাড়ি বন্দিরা।
143,rec_16_audio_1,মোট আরো জুন কেবাজন সবাই একসাথে খায়া বড়দার বাড়ি মানে পানিতে তার হলএবলতারকথা করেছিলেন মেরি।
144,rec_07_audio_36,তার কান্তে নিকলি শেষ করে চাকরিজনিত ভাটা ভাবে সাত করে করে।
145,rec_21_audio_33,সানি প্রতি মাসে একজন একজন মারা জাতকের আজ পথ বিন্দু মারা যায় বিয়ে সবরকম ফরযের মুসলমানকে পিসিমা মিল আদলি গরজায় না বিদেশে টাকা দেখি করা জনি।
146,rec_11_audio_1,থাকবেন।
147,rec_09_audio_5,চিঠিতে রেমাক্রি করতে পারে না করতে পারে না করেন বা দেবার মনে।
148,rec_08_audio_23,তারকারা তাল কায়রো সূর্য তারার সাথে এরকম বান্দার আতোয়ান বজা তার আসেতলাগনো বসতে পারে নেন।
149,rec_11_audio_17,বানে থেকে আসকের ফেলে তলিয়ে বাহিনী কতকালের স্কুলে স্কুলে ভিরমি কানে বলব বিনিময়ের মধ্যে কে বেনিনজার।
150,rec_01_audio_25,এলাকায় সিরাতে দেয়ার বিজে পাপাত্মার বাবা সময় হয়ে গেলে জল লাল সালিবান্দার আনিতাকে পুষ্ট পরি।
151,rec_11_audio_34,বিয়ে জীবনমানে জড়িয়ে কেউ করতে চায় বাইরের করবে না করবে করবে না করবে পরের মধ্যে করে মাকে দুরন্ত তুঙ্গ জ্যাক সাথে দুটি চলা ছেলের বিয়ে গেছে তবে দন্তমলে।
152,rec_10_audio_11,বাসিন্দা চলে হাজার তাজমিরার তারা বাবা কাজ করা।
153,rec_05_audio_30,যার বিক্রি দুলকারের দুইকানি আমি কি কচিত্বের দুই দুই।
154,rec_18_audio_23,না বেলমারের মনে।
155,rec_17_audio_3,ইদের মুরগির মুরগির বা গরুর ডাউকা কি সিস্টেম কৃষি কনফেড টানতে বাসমতি চাল যেটা রান দো।
156,rec_01_audio_10,শহীদ দুই জয়ী ছিটকে ছিলেন ভাল কেমন যেটা বিয়ের চল বিয়ে রাখি টিকে টিকে আছে নাকি গেছে পরে রাত করল সেটা আছে নেই।
157,rec_01_audio_43,বলিতে কেউরে আর কিছু ভজনের কোন উপায় নেই দিন বরারবরের মূলত এর ভিতরে বিশাল বলে একটা ধাক্কা কালিবারের মমতা মজে ব্যতীত থাকাকালে সে যায়নি।
158,rec_10_audio_21,ছোট বসাটাই বছরের বছরে তীর্ব মর্দে কানাইলাল বনের কর আরাবিয়ার নয় বছর পরে কবিতা।
159,rec_03_audio_39,তিনি আমাদের টাউনে জানাজানানি মনে সেদিন দলের রিশিকেশে।
160,rec_09_audio_0,রাজনীতির বাসাটি দিতে এলাকা ডিসের ভাবসাব টিকে আছে এই দলে সতিন উপস্থিত সংগীতে কোন স্বপ্ন কেমেরন সত্যি কনভেনারের প্লেয়ার যাকনা ঘটে না।
161,rec_03_audio_12,নিশ্চিত করা বিশ্বনেতাদের বাসার।
162,rec_22_audio_16,এ বার কুনোদিন কাজের বাজাইবার ভাজা কাজ করি তা।
163,rec_20_audio_41,কিতাবাতের জানাতে টু তরাবার।
164,rec_07_audio_47,নিউজ বের করতে করুম নাগারকোটি বাড়াকান্দি অনুবাদ সাবোতাজ আকারে দিছে ।
165,rec_03_audio_56,তার মতামতকে জাটানা হয়ে গেলে এমন আরও বেশি দলাদলি গাড়িমালিকরা আছেন একজন বাটি মেলা মেলামেলা জানা নিজেকে লোকরা সূত্র হয়ে গেছে আমি বা লোপাট করি এবং চাকরি বাপীতীরে গেছে ।
166,rec_16_audio_2,তেছেবরদায়নেমাকল কামারের সবাইকে মার আশি ভাল।
167,rec_16_audio_20,রাতে ঠিক মতো কর যাতনা আমাকে ভোগান্তি হত না আমাকে জনগন ঠিকই কর দে কর থেকে আদায় করে না সরকার যে সাব্বির পৌরসভার তা যে মার বাড়ি এসে সাদ্দাম কি কবানে কেন আপনার দুটি বছরের কর বাকি টাকা তুমি কোন বা এই করে টানাব করে।
168,rec_05_audio_11,অনার্স পাশ করে পেঞ্চাক নানার কিলাররা কেনা দুই কেবল কিলাসে পুনরাবর্তনের কানে শেষ করে।
169,rec_18_audio_0,আতাহার ছিল লারাবি পশ্চিম ধারের কলকাতা নামে কথা থাকে।
170,rec_02_audio_17,একদা জানার হবে আরাকানে করলাম জন্য ফসটিন অলআউট করে পরার সভাকে আমাদের পিচ আমাদের সাথে মিনা।
171,rec_17_audio_24,সাবিনার ফোটার আগে সিনে লালানা চাল কুটার বিসনেজে যেমন ফাইল দনিপুরের যে সাইনিকে গেছে কনস্টেটে টেস্ট করে দেয়া যাবে তারা।
172,rec_08_audio_2,লেকে ফলটিতে বের সুরবালা মাছের জকি।
